,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Rok produkcji,Przebieg,Pojemność skokowa,Moc,Rodzaj napędu,Typ Silnika,Rodzaj paliwa,Skrzynia biegów,Typ nadwozia,Kolor,Możliwość finansowania,Faktura VAT,Leasing,Kraj pochodzenia,Bezwypadkowy,Stan,price,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Rodzaj koloru,Pierwsza rejestracja,Serwisowany w ASO,Pierwszy właściciel,Gwarancja dealerska (w cenie),Tuning,VAT marża,Okres gwarancji producenta,Liczba pozostałych rat,Miesięczna rata,Opłata początkowa,Wartość wykupu,lub do (przebieg km),Uszkodzony,VIN,Zarejestrowany jako zabytek
107,Osoby prywatnej,Motocykle,BMW,F,2020,7 022 km,895 cm3,105 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Czerwony,,,,Polska,Tak,Używane,42900,,Tak,Metalik,27/07/2020,Tak,Tak,,,,,,,,,,,,
108,Osoby prywatnej,Motocykle,Junak,M,2018,5 567 km,125 cm3,11 KM,Łańcuch,,Benzyna,Półautomatyczna,Chopper,Czarny,,,,Polska,Tak,Używane,9250,,,Matowy,,,,,,,,,,,,,,,
109,Osoby prywatnej,Motocykle,Polaris,RZR,2020,1 250 km,925 cm3,181 KM,Pas napędowy,Czterosuwowy,Benzyna,Bezstopniowa,Quad,Czerwony,,,,,,Używane,139900,LU123X,Tak,,,Tak,,,,Tak,,,,,,,,,
110,Osoby prywatnej,Motocykle,Triumph,Speedmaster,2016,18 000 km,900 cm3,61 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Cruiser,Szary,,,,Niemcy,Tak,Używane,24900,,,Matowy,08/06/2016,,Tak,,,Tak,,,,,,,,,
111,Osoby prywatnej,Motocykle,TGB,Blade,2021,1 250 km,550 cm3,39 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Czarny,,,,,,Używane,32000,WWLM11T,Tak,,01/06/2021,,Tak,,,Tak,,,,,,,,,
112,Firmy,Motocykle,Harley-Davidson,Inny,2022,,975 cm3,90 KM,Pas napędowy,,Benzyna,Manualna,Cruiser,Czarny,Tak,Tak,,,Tak,Nowe,74900,,,,,,,,,,,,,,,,,,
113,Osoby prywatnej,Motocykle,Inny,Inny,2005,18 300 km,1 584 cm3,50 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Turystyczny,Czerwony,,,,Holandia,Tak,Używane,77500,ZCH,Tak,Metalik,01/09/2005,,Tak,,,,,,,,,,,,
114,Osoby prywatnej,Motocykle,Yamaha,FJR,2000,85 000 km,1 298 cm3,150 KM,,Czterosuwowy,Benzyna,,Turystyczny,Czarny,,,,Niemcy,Tak,Używane,15500,,Tak,,02/01/2001,,,,,,,,,,,,,,
115,Osoby prywatnej,Motocykle,Harley-Davidson,Dyna Super Glide,2000,45 612 km,1 449 cm3,69 KM,Pas napędowy,Dwusuwowy,Benzyna,Manualna,Chopper,Czarny,,,,Stany Zjednoczone,Tak,Używane,28900,,Tak,Metalik,01/01/2000,,,,,,,,,,,,,,
116,Osoby prywatnej,Motocykle,Romet,RXC,2015,8 081 km,124 cm3,10 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Biały,,,,Polska,Tak,Używane,4500,pz285p,Tak,Metalik,24/05/2016,,Tak,,,,,,,,,,,,
117,Osoby prywatnej,Motocykle,BMW,LT,1999,35 200 km,1 171 cm3,96 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Turystyczny,Szary,,,,Stany Zjednoczone,,Używane,20000,BLM25LG,Tak,Metalik,01/01/1999,,,,,,,,,,,,,,
118,Firmy,Motocykle,BMW,C1,2022,1 km,350 cm3,34 KM,,,Benzyna,Automatyczna,Skuter,Czarny,Tak,Tak,Tak,Polska,Tak,Nowe,41610,,,Metalik,,,,,,,,,,,,,,,
119,Firmy,Motocykle,BMW,R,2022,,1 254 cm3,136 KM,,,Benzyna,Manualna,Enduro,Czarny,Tak,Tak,Tak,Polska,Tak,Nowe,100702,,,Metalik,,,,,,,,,,,,,,,
120,Osoby prywatnej,Motocykle,Honda,Hornet,2004,28 749 km,600 cm3,96 KM,Łańcuch,,Benzyna,,Naked,Srebrny,,,,,Tak,Używane,14800,,Tak,,,,,,,,,,,,,,,,
121,Osoby prywatnej,Motocykle,Honda,VFR,1997,30 000 km,748 cm3,101 KM,Łańcuch,,Benzyna,Manualna,Turystyczny,Zielony,,,,,Tak,Używane,10500,,Tak,,,,,,,,,,,,,,,,
122,Firmy,Motocykle,Zontes,125 U1,2022,1 km,125 cm3,15 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Czarny,,Tak,,Polska,Tak,Nowe,16499,,,Metalik,,,Tak,24 miesięcy,,,,,,,,,,,
123,Osoby prywatnej,Motocykle,BMW,S,2017,5 174 km,999 cm3,165 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Szary,,,,Polska,Tak,Używane,53900,ES2906,Tak,Metalik,23/06/2017,Tak,,,,,,,,,,,,,
124,Osoby prywatnej,Motocykle,Kawasaki,Ninja,2019,790 km,649 cm3,68 KM,Łańcuch,,Benzyna,,Naked,Zielony,,,,Francja,,Używane,26900,,Tak,,21/09/2021,,,,,,,,,,,,,,
125,Osoby prywatnej,Motocykle,Inny,Inny,2020,1 000 km,,,Pas napędowy,Elektryczny,Elektryczny,Automatyczna,Skuter,Srebrny,,,,Polska,Tak,Używane,2900,,Tak,Matowy,08/08/2000,Tak,Tak,,,Tak,,,,,,,,,
126,Firmy,Motocykle,Kymco,Agility City A-C,2020,1 km,49 cm3,3 KM,Pas napędowy,Czterosuwowy,Benzyna,Bezstopniowa,Skuter,Biały,,Tak,,,Tak,Nowe,9600,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
127,Osoby prywatnej,Motocykle,BMW,RT,2002,91 000 km,,,,Czterosuwowy,Benzyna,,Turystyczny,Niebieski,,,,,,Używane,10500,,,,,,,,,,,,,,,,,,
128,Osoby prywatnej,Motocykle,Harley-Davidson,Road King,2009,38 000 km,1 600 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Chopper,Złoty,,,,Stany Zjednoczone,,Używane,48000,,Tak,Metalik,01/01/2009,,,,,,,,,,,,,,
129,Osoby prywatnej,Motocykle,Honda,MSX 125,2017,533 km,,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Czerwony,,,,Polska,Tak,Używane,13500,,Tak,,,Tak,Tak,,,Tak,,,,,,,,,
130,Osoby prywatnej,Motocykle,Yamaha,Tracer,2017,9 261 km,689 cm3,75 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Czarny,,,,,Tak,Używane,30900,SJZ73W3,Tak,,,,Tak,,,,,,,,,,,,
131,Osoby prywatnej,Motocykle,BMW,K,2013,69 700 km,1 600 cm3,160 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Turystyczny,Czarny,,,,,Tak,Używane,54500,,Tak,Metalik,01/11/2013,,,,,,,,,,,,,,
132,Osoby prywatnej,Motocykle,Yamaha,XVS,2014,12 800 km,,,,Czterosuwowy,Benzyna,,Cruiser,Szary,,Tak,,,,Używane,29000,,,Matowy,,,,,,,,,,,,,,,
133,Osoby prywatnej,Motocykle,Suzuki,VS,1990,50 000 km,747 cm3,50 KM,,,Benzyna,,Chopper,Czarny,,,,,Tak,Używane,18900,,Tak,Perłowy,,,,,,,,,,,,,,,
134,Osoby prywatnej,Motocykle,Honda,VTX,2004,25 000 km,1 312 cm3,75 KM,,,Benzyna,Manualna,Chopper,Czarny,,,,,Tak,Używane,23000,GTC1J76,Tak,,01/01/2004,,,,,,,,,,,,,,
135,Osoby prywatnej,Motocykle,Barton,Hyper,2018,5 500 km,124 cm3,10 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Enduro,Czerwony,,,,,,Używane,6950,,,,,,,,,,,,,,,,,,
136,Osoby prywatnej,Motocykle,Yamaha,FZS,1999,42 500 km,599 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Czarny,,,,,Tak,Używane,5900,,,Metalik,,Tak,Tak,,,,,,,,,,,,
137,Osoby prywatnej,Motocykle,Harley-Davidson,Road King,1995,16 000 km,1 449 cm3,47 KM,,,Benzyna,,Chopper,Czarny,,,,,Tak,Używane,39500,WD 9523,,Metalik,06/12/1995,,Tak,,,,,,,,,16 000 km,,,
138,Osoby prywatnej,Motocykle,Yamaha,FZ,2006,48 600 km,,,Łańcuch,,Benzyna,Manualna,Turystyczny,Czarny,,,,,Tak,Używane,12500,,,Perłowy,,Tak,Tak,,,,,,,,,,,,
139,Osoby prywatnej,Motocykle,Yamaha,R6,2007,37 000 km,599 cm3,126 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Inny kolor,,,,,Tak,Używane,25900,,Tak,Perłowy,,Tak,,,,,,,,,,,,,
140,Osoby prywatnej,Motocykle,Beta,RR,2022,45 km,,,,Dwusuwowy,Benzyna,,Enduro,Czerwony,,Tak,,,,Używane,35500,,,,,,,,,,,,,,,,,,
141,Osoby prywatnej,Motocykle,Honda,CRF,2021,2 600 km,1 100 cm3,105 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Inny kolor,,,,Francja,,Używane,67000,,Tak,Perłowy,16/06/2021,,,,,,,,,,,,,,
142,Osoby prywatnej,Motocykle,Vespa,Sprint,2017,850 km,,,,Dwusuwowy,Benzyna,,Skuter,Żółty,,Tak,,,,Używane,16900,,,Matowy,,,,,,,,,,,,,,,
143,Firmy,Motocykle,Harley-Davidson,Street 750,2018,2 653 km,749 cm3,68 KM,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Sportowy,Biały,Tak,Tak,,Stany Zjednoczone,,Używane,48900,,,,01/01/2018,,,,,,,,,,,,,,
144,Osoby prywatnej,Motocykle,Yamaha,Road Star,2001,7 700 km,1 600 cm3,63 KM,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,,Tak,,Stany Zjednoczone,Tak,Używane,25500,RJA KV06,Tak,,,,,,,,,,,,,,,,
145,Firmy,Motocykle,Harley-Davidson,Sportster,2020,6 692 km,883 cm3,53 KM,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Chopper,Inny kolor,Tak,Tak,,Stany Zjednoczone,,Używane,66600,,,,01/01/2020,,,,,,,,,,,,,,
146,Firmy,Motocykle,CF Moto,C-Force,2022,1 km,495 cm3,40 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Czarny,Tak,Tak,Tak,Inny,Tak,Nowe,34498,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
147,Osoby prywatnej,Motocykle,Harley-Davidson,Sportster,2017,9 600 km,1 200 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Chopper,Złoty,,Tak,,Polska,Tak,Używane,49200,,Tak,Metalik,23/01/2018,Tak,Tak,,Tak,,,,,,,9 600 km,,,
148,Osoby prywatnej,Motocykle,Yamaha,Tricity,2022,300 km,292 cm3,28 KM,,,Benzyna,Automatyczna,Skuter,Szary,,,,,,Używane,19800,,,Matowy,12/03/2022,,,,,,,,,,,,Tak,,
149,Osoby prywatnej,Motocykle,Kawasaki,Vulcan,2002,29 620 km,805 cm3,50 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,,,,Stany Zjednoczone,Tak,Używane,14200,ZKL79MC,Tak,Perłowy,02/02/2002,,,,,,,,,,,,,,
150,Osoby prywatnej,Motocykle,Honda,CBR,2013,12 500 km,599 cm3,102 KM,Łańcuch,,Benzyna,Manualna,Sportowy,Czerwony,,,,,Tak,Używane,19500,,Tak,Metalik,,,,,,,,,,,,,,,
151,Osoby prywatnej,Motocykle,Polaris,Sportsman,2010,1 km,500 cm3,,,,Benzyna,Automatyczna,Quad,Zielony,,,,,,Używane,21000,,Tak,,,,,,,,,,,,,,,,
152,Osoby prywatnej,Motocykle,Honda,VT,2002,9 000 km,1 100 cm3,,Wał kardana,Czterosuwowy,Benzyna,Manualna,Cruiser,Szary,,,,Stany Zjednoczone,,Używane,22900,,,,,,,,Tak,,,,,,,,,,
153,Osoby prywatnej,Motocykle,Suzuki,Bandit,2010,26 000 km,650 cm3,85 KM,,Czterosuwowy,Benzyna,,Naked,Czarny,,,,,,Używane,17900,,,,,,,,,,,,,,,,,,
154,Osoby prywatnej,Motocykle,Yamaha,R1,2005,65 000 km,998 cm3,,Łańcuch,Czterosuwowy,Benzyna,,Sportowy,Niebieski,,,,,,Używane,20000,,Tak,Metalik,,,,,,,,,,,,,,,
155,Osoby prywatnej,Motocykle,Honda,NC,2012,21 700 km,670 cm3,50 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Biały,,,,Francja,Tak,Używane,16900,SCI1W20,Tak,Perłowy,21/03/2013,,,,,,,,,,,,,,
156,Firmy,Motocykle,Suzuki,Burgman,2005,28 000 km,125 cm3,12 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Niebieski,Tak,,,Niemcy,Tak,Używane,6900,,,Metalik,,Tak,Tak,,,Tak,,,,,,,,,
157,Osoby prywatnej,Motocykle,Inny,Inny,2012,1 400 km,349 cm3,20 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Quad,Niebieski,,,,Niemcy,Tak,Używane,14500,,Tak,Metalik,,,,,,,,,,,,,,,
158,Osoby prywatnej,Motocykle,Honda,CB,2021,1 800 km,649 cm3,95 KM,Łańcuch,,Benzyna,Manualna,Naked,Niebieski,,,,Polska,Tak,Używane,34400,WE799G,Tak,Matowy,15/07/2021,Tak,Tak,,,,16/06/2023,,,,,,,,
159,Osoby prywatnej,Motocykle,Honda,Varadero,2002,42 400 km,125 cm3,15 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Niebieski,,,,Austria,Tak,Używane,9000,,,Metalik,12/06/2002,,,,,,,,,,,42 400 km,,,
160,Osoby prywatnej,Motocykle,Suzuki,Intruder,2013,10 849 km,805 cm3,53 KM,Wał kardana,,Benzyna,,Cruiser,Czarny,,,,Polska,Tak,Używane,34900,,Tak,,,,Tak,,,,,,,,,,,,
161,Osoby prywatnej,Motocykle,Kawasaki,ZXR,2012,32 163 km,1 000 cm3,,,Czterosuwowy,Benzyna,Manualna,Sportowy,Zielony,,,,Niemcy,Tak,Używane,38500,,Tak,Metalik,,,,,,,,,,,,,,,
162,Osoby prywatnej,Motocykle,Yamaha,FZ,2007,58 000 km,1 000 cm3,150 KM,,,Benzyna,,Turystyczny,Szary,,,,,Tak,Używane,18900,,,,20/12/2007,,,,,,,,,,,58 000 km,,,
163,Osoby prywatnej,Motocykle,Honda,CBR,2017,9 500 km,471 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Czarny,,,,Niemcy,,Używane,20000,pl5110,Tak,Matowy,08/03/2017,,,,,,,,,,,,,,
164,Osoby prywatnej,Motocykle,BMW,R,1999,74 250 km,1 070 cm3,98 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Sportowy,Biały,,,,Niemcy,Tak,Używane,16900,DW708A,Tak,Perłowy,14/03/2000,,,,Tak,,,,,,,,,,
165,Osoby prywatnej,Motocykle,Suzuki,DL,2011,23 000 km,650 cm3,69 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Biały,,,,,,Używane,24000,,Tak,Metalik,,,,,,,,,,,,,,,
166,Osoby prywatnej,Motocykle,BMW,F,2013,83 000 km,800 cm3,90 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Czarny,,,,Francja,,Używane,16500,Rz493u,Tak,Metalik,11/10/2013,,Tak,,,,,,,,,,,,
167,Osoby prywatnej,Motocykle,KTM,SXF,2012,278 km,350 cm3,53 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Krosowy,Inny kolor,,,,Polska,,Używane,14600,,,Matowy,,,,,,,,,,,,,,,
168,Osoby prywatnej,Motocykle,CF Moto,Allroad,2020,945 km,1 000 cm3,75 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Szary,Tak,,,Niemcy,Tak,Używane,55900,SW LJ212,,Matowy,,Tak,Tak,,,Tak,,,,,,,,,
169,Osoby prywatnej,Motocykle,Suzuki,Bandit,2006,67 847 km,656 cm3,77 KM,,,Benzyna,Manualna,Turystyczny,Czarny,,,,Wielka Brytania,Tak,Używane,8900,,Tak,,,,,,,,,,,,,,,,
170,Osoby prywatnej,Motocykle,Suzuki,Bandit,1997,20 633 km,599 cm3,76 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Niebieski,,,,,Tak,Używane,6900,,,Metalik,,Tak,,,,,,,,,,,,,
171,Osoby prywatnej,Motocykle,Yamaha,FZ,2004,47 767 km,600 cm3,98 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Srebrny,,,,Wielka Brytania,Tak,Używane,11470,nel 35n3,,Metalik,22/04/2014,,,,,,,,,,,,,,
172,Osoby prywatnej,Motocykle,Polaris,Sportsman,2021,350 km,,,,,Benzyna,,Quad,Inny kolor,,,,,,Używane,79000,,,,,,,,,,,,,,,,,TAPSLS958MJ061642,
173,Osoby prywatnej,Motocykle,Moto Guzzi,Nevada,2000,44 500 km,750 cm3,50 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Chopper,Bordowy,,,,,Tak,Używane,16700,,Tak,Metalik,,,,,,,,,,,,,,,
174,Osoby prywatnej,Motocykle,Polaris,Scrambler,2021,550 km,,,,,Benzyna,,Quad,Inny kolor,,,,,,Używane,79000,,,,,,,,,,,,,,,,,TAPSGS956MJ059828,
175,Osoby prywatnej,Motocykle,Suzuki,Bandit,2004,63 850 km,599 cm3,78 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Srebrny,,,,Niemcy,Tak,Używane,8500,,Tak,Metalik,,,,,,,,,,,,,,,
176,Osoby prywatnej,Motocykle,WSK,M21,1981,400 km,,,,,Benzyna,,Turystyczny,Czarny,,,,,,Używane,13500,,,,,,,,,,,,,,,,,,
177,Osoby prywatnej,Motocykle,BMW,K,2017,20 100 km,1 650 cm3,160 KM,Wał kardana,,Benzyna,Manualna,Turystyczny,Szary,,,,Francja,,Używane,76000,,Tak,Metalik,31/05/2017,,,,,,,,,,,20 107 km,,,
178,Osoby prywatnej,Motocykle,Yamaha,MT,2020,19 476 km,700 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Czarny,,,,Polska,,Używane,26900,,,Matowy,,Tak,Tak,,,Tak,,,,,,,,,
179,Osoby prywatnej,Motocykle,Yamaha,MT,2016,11 190 km,998 cm3,160 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Niebieski,,,,Wielka Brytania,,Używane,42900,,Tak,,06/06/2016,,,,Tak,,,,,,,,,,
180,Osoby prywatnej,Motocykle,Ducati,Diavel,2014,14 557 km,1 198 cm3,162 KM,Łańcuch,,Benzyna,Manualna,Cruiser,Czarny,,,,Polska,Tak,Używane,64900,LU866J,Tak,Matowy,30/06/2014,,Tak,,,,,,,,,,,,
181,Osoby prywatnej,Motocykle,Indian,Scout,2018,11 950 km,1 130 cm3,102 KM,Pas napędowy,Czterosuwowy,Benzyna,,Chopper,Czarny,,,,Stany Zjednoczone,Tak,Używane,55000,WP 8366,Tak,Matowy,,,Tak,,,,,,,,,,,,
182,Osoby prywatnej,Motocykle,Honda,NC,2016,57 220 km,750 cm3,55 KM,Łańcuch,Czterosuwowy,Benzyna,Automatyczna,Skuter,Szary,,,,Francja,Tak,Używane,26300,,,Matowy,,,,,,,,,,,,57 220 km,,,
183,Osoby prywatnej,Motocykle,Honda,GL,2002,162 000 km,1 800 cm3,87 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Turystyczny,Zielony,,,,,,Używane,35000,WL200M,Tak,Metalik,01/01/2017,,Tak,,,,,,,,,,,,
184,Osoby prywatnej,Motocykle,Honda,NSS,2021,9 127 km,125 cm3,14 KM,,Czterosuwowy,Benzyna,Automatyczna,Skuter,Szary,,,,Francja,,Używane,19300,,Tak,Matowy,30/03/2021,,,,,,,,,,,9 127 km,,,
185,Firmy,Motocykle,CF Moto,Inny,2022,1 km,600 cm3,41 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Inny kolor,Tak,Tak,,,Tak,Nowe,46889,,,,,,,,,,,,,,,,,,
186,Firmy,Motocykle,CF Moto,Inny,2021,1 km,1 000 cm3,80 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Inny kolor,Tak,Tak,,,Tak,Nowe,63889,,,,,,,,,,,,,,,,,,
187,Osoby prywatnej,Motocykle,WSK,M06,1959,8 900 km,,,,,Benzyna,,Turystyczny,Bordowy,,,,,,Używane,13300,,,,,,,,,,,,,,,,,,
188,Osoby prywatnej,Motocykle,Honda,CB,2000,65 500 km,499 cm3,33 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Niebieski,,,,Niemcy,Tak,Używane,7499,RZ305S,Tak,Metalik,,,,,,,,,,,,,,,
189,Osoby prywatnej,Motocykle,Kawasaki,VN,2014,16 000 km,903 cm3,47 KM,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Cruiser,Srebrny,,,,Stany Zjednoczone,,Używane,27000,GST 2J01,Tak,Metalik,01/01/2014,,,,,,,,,,,,,,
190,Osoby prywatnej,Motocykle,Honda,CBR,2007,53 975 km,998 cm3,173 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Czerwony,,,,Japonia,,Używane,18500,FZA 3FF9,Tak,Metalik,04/09/2007,,,,,,,,,,,,,,
191,Osoby prywatnej,Motocykle,Triumph,Speedmaster,2021,2 100 km,1 200 cm3,78 KM,Łańcuch,Dwusuwowy,Benzyna,Manualna,Cruiser,Czarny,,,,Polska,Tak,Używane,55000,FZI 4P79,Tak,Perłowy,28/04/2021,Tak,Tak,,,,28/06/2023,,,,,,,,
192,Osoby prywatnej,Motocykle,Honda,CB,2019,11 642 km,125 cm3,13 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Czarny,,,,Polska,,Używane,17000,ELW2PT9,Tak,Metalik,23/05/2019,,Tak,,,,,,,,,,,,
193,Osoby prywatnej,Motocykle,BMW,GS,2002,131 800 km,1 150 cm3,84 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Turystyczny,Srebrny,,,,Polska,Tak,Używane,17900,,,Metalik,08/07/2002,,,,,,,,,,,,,,
194,Firmy,Motocykle,Keeway,Superlight,2022,1 km,125 cm3,11 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,,Tak,,,Tak,Nowe,11300,,,Matowy,,,Tak,24 miesięcy,,,,,,,,,,,
195,Osoby prywatnej,Motocykle,Yamaha,X-max,2011,27 400 km,,,,Czterosuwowy,Benzyna,,Skuter,Biały,,,,,,Używane,11500,,,Perłowy,,,,,,,,,,,,,,,
196,Osoby prywatnej,Motocykle,Suzuki,Burgman,2008,19 344 km,200 cm3,18 KM,,Czterosuwowy,Benzyna,,Skuter,Niebieski,,,,Austria,,Używane,4900,Kn367e,Tak,,,,Tak,,,,,,,,,,,,
197,Osoby prywatnej,Motocykle,Harley-Davidson,Dyna,2002,13 500 km,1 550 cm3,101 KM,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,,,,,,Używane,45900,,Tak,,,,,,Tak,,,,,,,,,,
198,Firmy,Motocykle,Can-Am,Outlander,2021,1 km,1 000 cm3,91 KM,,Czterosuwowy,Benzyna,Automatyczna,Quad,Srebrny,Tak,Tak,,,Tak,Nowe,103500,,,,,,,,,,,,,,,,,,
199,Osoby prywatnej,Motocykle,Kymco,MXU,2021,500 km,271 cm3,20 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Czarny,,,,Polska,Tak,Używane,20900,,,Metalik,,,Tak,,,,12/02/2024,,,,,,,,
200,Osoby prywatnej,Motocykle,Yamaha,X-max,2015,33 000 km,125 cm3,14 KM,Pas napędowy,Czterosuwowy,Benzyna,Bezstopniowa,Skuter,Czarny,,,,,Tak,Używane,14500,SC920K,Tak,Matowy,01/10/2015,,,,,,,,,,,,,,
201,Osoby prywatnej,Motocykle,Harley-Davidson,Softail,2021,100 km,,,,,Benzyna,,Chopper,Czerwony,Tak,Tak,Tak,Polska,Tak,Używane,110000,,Tak,Metalik,,Tak,Tak,,Tak,,,,1 015 PLN,,,,,,
202,Osoby prywatnej,Motocykle,Yamaha,YZF,2000,18 000 km,600 cm3,115 KM,Łańcuch,,Benzyna,Manualna,Sportowy,Czarny,,,,,,Używane,9000,,Tak,Metalik,,,Tak,,,,,,,,,,,,
203,Firmy,Motocykle,Harley-Davidson,Softail,2022,1 km,,,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Cruiser,Czarny,Tak,Tak,,,Tak,Nowe,99999,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
204,Osoby prywatnej,Motocykle,Honda,GL,2018,5 080 km,1 833 cm3,126 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Turystyczny,Szary,,,,Stany Zjednoczone,Tak,Używane,205000,POT6TY3,Tak,Matowy,12/09/2019,,Tak,,,,,,,,,,,,
205,Firmy,Motocykle,ODES,RM,2021,1 km,1 000 cm3,85 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Inny kolor,Tak,Tak,Tak,,Tak,Nowe,52990,,,,,,Tak,24 miesięcy,Tak,,,,,,,,,,
206,Osoby prywatnej,Motocykle,Honda,Transalp,2008,87 000 km,700 cm3,,Łańcuch,,Benzyna,Manualna,Enduro,Inny kolor,,,,,Tak,Używane,16900,,Tak,Metalik,12/08/2008,,,,,,,,,,,,,,
207,Firmy,Motocykle,CF Moto,Inny,2021,1 km,500 cm3,40 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Inny kolor,Tak,Tak,Tak,,Tak,Nowe,34499,,,,,,Tak,24 miesięcy,,,,,,,,,,,
208,Firmy,Motocykle,Inny,Inny,2022,1 km,300 cm3,32 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Krosowy,Inny kolor,,,,,Tak,Nowe,14999,,,,,,Tak,24 miesięcy,Tak,,,,,,,,,,
209,Firmy,Motocykle,Inny,Inny,2022,1 km,250 cm3,26 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Krosowy,Inny kolor,,,,,Tak,Nowe,9999,,,,,,Tak,24 miesięcy,Tak,,,,,,,,,,
210,Firmy,Motocykle,EGL Eglmotor,Madix,2022,1 km,250 cm3,26 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Quad,Inny kolor,Tak,Tak,Tak,,Tak,Nowe,11999,,,,,,Tak,24 miesięcy,,,,,,,,,,,
211,Firmy,Motocykle,Harley-Davidson,V-Rod,2005,20 000 km,1 131 cm3,115 KM,,Czterosuwowy,Benzyna,,Cruiser,Niebieski,,,,Stany Zjednoczone,Tak,Używane,47900,,Tak,Perłowy,,Tak,,,Tak,Tak,,,,,,,,,
212,Osoby prywatnej,Motocykle,Husqvarna,FE,2019,220 km,450 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Enduro,Biały,,Tak,,Polska,,Używane,28500,LBL08C8,Tak,,19/07/2019,,,,,,,,,,,,,,
213,Osoby prywatnej,Motocykle,Suzuki,VL 800 Volusia - Boulevard C50,2001,30 000 km,805 cm3,53 KM,Wał kardana,Czterosuwowy,Benzyna,,Cruiser,Inny kolor,,,,,Tak,Używane,16900,,Tak,,,,,,,,,,,,,,,,
